time,row,col,demand
417,5,6,7
600,7,1,0
110,1,6,29
674,4,6,148
63,4,4,190
319,1,7,16
709,6,2,0
303,1,3,104
454,6,1,0
320,7,2,0
86,0,2,85
91,2,6,158
184,1,3,15
408,5,0,12
155,0,4,51
616,6,1,0
108,1,3,23
484,2,0,0
397,2,6,83
222,4,2,0
730,6,1,0
131,4,3,17
490,7,7,0
353,0,2,33
611,6,3,0
500,4,5,109
272,5,0,0
40,1,2,49
665,3,2,12
676,3,5,173
72,6,6,4
617,1,2,0
596,2,1,10
499,2,5,195
295,6,0,0
283,6,5,38
568,2,7,252
105,1,6,10
22,7,4,5
69,7,3,12
281,2,1,47
669,3,7,63
292,0,1,6
293,3,4,58
555,3,6,158
653,2,5,39
122,2,6,11
665,4,2,0
109,3,6,46
380,1,5,159
229,7,0,0
113,2,1,10
509,4,3,85
470,1,6,61
694,6,7,12
468,3,7,8
378,5,1,0
392,1,3,0
89,0,4,73
639,3,7,37
93,5,6,63
80,4,3,6
78,3,3,6
188,4,0,0
163,5,4,142
289,3,4,30
283,4,1,9
65,4,1,51
395,2,2,11
454,5,3,25
112,6,5,10
231,0,0,13
642,5,4,30
546,4,1,49
658,2,7,20
216,0,1,5
468,0,0,13
465,2,0,0
235,4,4,16
107,4,2,0
66,5,1,3
417,3,0,0
261,7,0,0
647,2,3,49
15,0,6,164
647,3,7,134
380,3,2,28
601,0,7,196
720,6,0,0
454,5,7,53
626,0,4,49
225,1,3,0
361,7,2,0
231,2,3,34
67,3,2,9
585,0,2,0
507,3,5,190
82,6,5,146
402,6,1,0
73,1,3,38
427,1,2,51
310,3,7,64
691,5,2,0
253,6,0,0
432,3,5,329
650,1,0,0
421,2,1,0
274,1,6,38
454,7,0,0
111,5,0,0
501,6,0,0
372,4,5,17
625,3,2,97
626,0,1,11
214,3,5,234
192,7,1,0
565,4,5,84
124,3,4,0
668,2,5,204
232,2,7,68
40,3,2,14
310,6,2,6
526,3,0,0
253,3,1,5
78,2,6,4
510,0,4,9
546,4,2,0
81,1,7,136
328,0,0,10
362,1,4,17
671,7,1,0
471,7,6,27
241,6,4,0
613,5,5,28
464,4,1,13
597,2,7,132
519,2,2,76
287,2,3,126
73,7,4,0
552,5,5,184
256,5,1,0
623,0,7,82
146,2,1,0
268,5,1,0
472,2,6,207
599,3,6,281
540,5,0,0
194,3,1,5
639,0,4,0
194,5,3,16
139,5,6,579
517,0,1,295
700,3,4,303
174,3,7,0
706,7,2,0
295,3,0,0
724,7,5,23
349,7,1,0
156,4,0,0
205,7,1,0
36,0,1,9
558,6,6,10
281,3,6,18
723,4,7,531
152,7,6,0
4,1,4,0
502,5,0,64
431,6,2,39
490,6,4,0
111,3,3,23
517,5,2,0
250,5,5,17
526,7,7,15
379,3,0,0
581,2,5,115
590,5,0,0
243,3,7,50
533,0,2,49
731,0,3,59
639,7,1,0
385,4,2,0
117,0,6,17
474,1,0,0
636,6,5,37
183,6,7,4
236,7,6,13
20,3,5,604
343,0,4,10
294,2,7,15
87,3,5,442
670,4,3,223
277,0,4,0
541,4,7,31
72,7,4,4
249,0,1,0
631,4,7,0
566,3,1,0
296,1,4,0
384,6,5,30
241,0,7,31
315,1,1,20
637,4,1,19
571,7,0,0
520,5,5,61
134,3,6,196
121,2,1,0
79,1,0,0
56,4,1,3
44,1,3,80
80,0,5,6
37,0,0,6
158,3,2,0
590,5,5,254
534,2,5,15
317,3,7,36
192,3,6,85
256,5,4,9
605,7,2,0
489,2,2,0
404,0,0,11
70,3,4,30
565,0,5,32
244,0,5,22
349,4,1,6
245,6,0,0
71,3,1,6
501,6,7,36
446,1,3,66
641,0,2,78
463,1,5,0
374,3,7,28
288,5,1,0
0,3,2,0
605,7,7,0
652,7,6,63
414,1,3,31
214,5,2,0
328,6,4,0
455,1,3,119
282,0,1,9
87,5,5,130
48,5,4,15
341,5,0,0
411,7,5,0
299,4,0,0
221,2,2,8
294,4,6,9
393,4,7,0
713,5,1,0
201,0,1,0
433,7,1,0
85,7,4,4
503,1,2,131
406,7,6,0
677,3,7,21
518,1,6,53
356,5,4,10
75,7,6,0
126,7,4,0
190,1,3,69
447,4,1,0
234,3,3,21
635,6,5,0
471,0,7,138
368,7,0,0
691,0,5,0
175,4,3,4
516,6,5,38
710,5,5,13
196,1,6,5
328,7,6,26
204,7,6,5
495,3,4,36
135,3,2,7
2,4,7,0
498,4,5,131
126,7,5,0
233,0,3,29
490,0,1,0
274,1,0,0
639,3,0,0
599,6,3,10
144,2,5,25
400,5,6,71
681,3,6,12
690,3,3,0
7,6,5,41
322,5,1,0
459,6,1,0
273,0,1,0
575,2,0,10
292,4,0,0
150,0,6,4
220,0,4,21
688,2,3,181
626,2,0,0
270,3,2,5
194,7,3,0
297,6,2,0
473,2,3,125
116,0,0,10
533,7,6,9
51,7,4,0
28,1,5,6
430,7,4,12
284,3,7,32
31,3,0,3
229,2,7,13
516,0,2,15
596,1,3,115
166,2,6,1376
278,4,3,18
43,3,1,9
665,1,7,204
117,7,5,13
197,0,5,12
33,5,4,49
716,3,7,190
510,5,6,0
181,1,1,0
723,2,7,141
254,3,6,50
391,3,3,18
566,6,5,32
549,5,5,209
623,6,6,28
666,0,0,39
460,0,3,34
320,5,5,10
554,1,3,84
244,7,3,0
669,4,7,71
356,6,1,0
68,1,0,0
38,3,7,68
221,4,7,8
632,2,2,0
407,2,4,108
442,6,7,0
458,3,0,0
626,4,6,108
547,7,0,0
35,3,2,3
224,0,4,5
57,5,7,24
335,0,6,859
166,1,3,151
381,5,3,35
138,1,0,0
217,4,0,0
203,1,4,5
152,4,2,0
376,4,0,7
509,5,6,15
643,0,3,60
130,2,2,17
729,1,2,141
653,3,4,39
720,1,6,200
418,7,3,0
132,7,7,4
408,1,0,7
476,5,7,48
450,6,4,8
500,6,2,0
559,5,2,0
24,1,5,34
568,4,2,0
604,1,4,110
83,0,3,310
570,0,5,184
649,5,3,0
337,1,4,71
644,7,2,0
702,4,7,169
243,4,0,0
157,0,6,69
683,1,6,33
699,4,3,156
92,7,0,0
259,6,2,0
39,5,7,419
410,0,5,195
247,3,4,5
221,0,0,0
500,1,1,0
574,7,0,0
328,5,7,113
313,2,1,0
445,4,2,0
217,0,2,21
342,6,5,6
704,1,1,0
689,1,5,0
111,5,5,43
517,0,5,47
540,2,2,65
124,2,3,0
182,4,5,46
651,1,3,192
518,2,5,167
46,3,4,32
688,6,2,0
710,0,7,99
220,1,4,5
616,3,6,46
728,2,4,1048
404,1,4,119
406,0,0,18
444,0,0,0
66,6,6,15
249,0,3,0
450,5,2,0
486,0,2,8
402,3,7,30
639,0,0,0
704,5,5,112
126,1,6,4
670,3,2,20
99,5,5,6
636,6,2,0
62,2,3,105
368,4,0,0
192,7,5,5
555,5,1,26
109,4,1,13
426,2,2,24
130,2,0,4
643,0,7,108
64,0,1,3
147,7,7,0
308,1,1,6
13,3,2,11
707,5,1,13
593,6,1,0
418,6,3,0
100,7,2,0
96,0,6,13
569,3,2,42
338,5,7,64
726,5,6,554
332,0,7,97
71,2,5,117
644,0,7,30
610,4,1,0
634,6,7,0
485,4,0,0
227,3,5,16
522,5,0,0
228,0,2,8
293,5,5,25
528,1,6,504
167,0,7,208
661,2,0,0
90,7,1,0
484,7,5,0
324,2,2,16
296,0,0,6
201,2,0,0
148,5,6,0
681,7,2,0
481,1,1,0
617,2,7,139
212,2,1,0
182,7,6,4
533,0,7,80
583,1,4,0
336,1,4,206
258,3,6,80
160,1,7,128
58,0,0,0
172,1,6,12
283,3,0,0
356,7,6,98
425,0,0,24
171,7,7,0
25,7,3,0
176,2,2,0
451,7,2,0
135,5,2,13
454,4,4,53
712,7,4,0
580,2,5,105
612,1,7,18
277,3,7,0
337,0,6,237
510,5,4,0
330,5,5,67
181,3,4,7
669,1,1,0
269,4,1,9
96,0,5,43
652,0,3,71
262,4,1,17
149,1,0,0
111,7,3,6
219,3,2,5
494,4,6,36
345,3,6,0
591,5,2,0
76,1,0,0
94,7,1,0
9,2,6,172
313,6,4,6
155,6,6,4
514,3,7,0
118,0,3,46
183,3,3,24
656,2,3,12
537,4,4,0
725,7,0,0
437,5,2,25
304,1,5,92
194,6,4,8
549,7,0,0
500,7,7,50
600,3,6,267
588,4,6,27
7,5,6,17
28,4,2,0
107,4,6,6
670,7,7,20
471,6,6,21
22,5,2,5
65,6,6,42
673,5,3,0
16,3,1,0
653,2,1,12
308,6,5,9
9,5,6,51
468,7,7,8
151,3,5,11
463,7,0,0
634,6,2,0
186,5,7,15
216,6,0,0
180,0,1,0
449,4,6,13
157,1,5,77
168,2,4,38
27,0,5,3
136,4,4,48
267,1,3,38
416,7,4,0
41,3,1,3
515,7,6,9
26,5,0,0
340,3,2,21
539,5,7,0
453,0,4,58
549,1,0,0
132,3,1,0
299,3,1,0
700,0,1,0
546,5,0,15
700,2,1,0
94,6,2,0
706,2,6,91
378,4,3,22
14,2,5,99
44,1,0,0
336,6,7,48
119,6,3,0
597,2,4,61
266,3,6,32
657,0,6,12
417,5,5,0
38,3,1,6
78,4,5,0
463,5,0,0
642,1,6,67
355,5,7,17
661,5,0,0
639,3,5,49
620,5,1,0
534,1,0,0
106,0,7,4
402,0,2,160
620,5,5,139
62,1,6,226
308,6,6,0
653,4,4,114
292,6,6,19
378,2,7,107
63,2,2,39
392,6,0,0
250,7,4,5
245,5,3,0
98,1,5,33
462,7,4,13
155,5,3,224
519,3,4,143
421,6,4,0
643,7,6,11
329,2,4,135
631,2,0,0
95,0,2,26
548,4,7,135
611,2,6,28
703,1,3,112
460,1,1,21
496,1,1,8
164,3,1,7
355,4,1,17
435,3,7,53
166,3,2,4
171,3,7,0
478,6,5,13
198,4,6,0
616,7,1,0
492,2,3,64
344,1,4,0
195,2,3,16
232,3,0,0
457,6,2,0
330,6,5,57
332,7,3,10
339,5,7,91
491,6,1,0
658,1,5,0
196,1,3,16
167,6,4,14
609,3,5,0
633,1,4,11
291,6,1,0
316,1,6,36
291,6,7,0
66,4,6,446
517,6,4,0
262,2,5,80
726,2,1,23
504,7,2,0
612,0,0,0
554,1,7,94
244,4,5,9
343,4,4,0
642,5,1,0
473,4,7,48
297,0,3,0
227,4,0,0
167,4,3,18
163,0,4,124
681,4,0,0
524,1,7,161
312,7,0,0
523,1,2,275
157,4,1,25
19,7,1,0
497,1,6,109
320,6,7,6
378,1,7,79
544,7,4,25
692,2,4,0
326,2,2,61
449,2,4,78
36,4,4,75
248,7,2,0
516,5,7,0
189,5,2,4
729,7,6,0
339,1,4,17
408,3,4,137
530,3,3,55
587,1,5,10
376,3,6,159
9,3,4,96
189,0,4,12
81,2,4,91
592,0,7,247
234,3,0,0
575,6,0,0
362,6,5,11
242,1,0,0
585,7,5,0
91,1,5,117
269,5,2,14
713,2,7,13
198,5,1,0
251,7,4,0
336,3,7,44
278,3,6,18
62,3,2,3
681,5,1,0
173,1,1,4
625,5,7,19
249,5,3,0
349,4,0,6
668,5,7,216
427,4,7,82
632,4,2,0
505,4,6,214
176,6,1,0
316,7,5,0
663,2,6,388
486,6,5,0
396,6,0,0
84,2,5,357
32,3,4,9
641,5,7,37
587,5,2,0
179,4,1,0
692,5,3,0
21,4,3,11
62,6,6,6
584,5,7,0
259,6,0,0
570,4,0,0
481,0,2,36
711,4,0,0
165,3,6,732
345,7,5,0
567,5,0,0
308,2,6,132
699,6,6,147
11,1,0,0
252,7,0,0
73,1,6,6
659,7,7,0
191,3,3,31
453,3,4,91
617,0,7,57
111,6,1,0
616,3,4,18
81,5,7,57
281,5,3,93
675,5,1,0
103,7,3,0
640,0,5,19
214,7,3,5
165,7,3,0
274,1,7,0
441,6,2,0
9,2,1,0
300,3,2,9
277,5,7,38
533,0,1,9
145,4,6,23
206,4,0,0
152,3,5,18
510,1,3,76
422,4,1,0
321,6,7,6
44,2,4,106
132,6,5,4
172,2,5,7
447,5,6,20
62,6,4,6
168,0,0,19
726,5,7,458
295,3,7,6
498,2,3,59
707,4,7,22
487,3,0,0
202,6,3,0
22,5,7,22
51,6,2,0
604,0,3,103
162,5,6,132
111,3,1,0
5,0,6,0
383,4,0,46
284,5,1,0
505,5,3,0
176,3,1,0
246,4,6,0
33,1,0,0
38,4,6,68
483,1,5,86
564,4,0,0
706,4,0,0
614,2,3,36
487,2,2,0
115,4,3,50
99,6,7,0
370,2,2,0
135,2,4,63
354,1,4,27
294,4,7,15
723,7,2,0
1,5,4,8
410,5,7,0
650,1,3,122
502,2,3,117
211,1,1,5
281,5,4,23
687,2,7,0
239,0,7,26
350,5,7,17
713,7,1,0
55,0,1,0
325,0,4,42
348,6,2,0
344,7,4,0
385,1,5,131
727,7,2,0
724,0,2,236
176,6,5,0
466,0,7,0
358,0,7,270
445,0,4,58
415,7,5,0
378,3,4,63
380,4,0,7
319,7,3,0
28,2,1,0
230,7,4,5
115,3,4,40
629,7,7,0
662,7,4,0
368,5,1,0
350,2,6,54
604,2,7,128
263,3,7,80
387,5,5,23
6,2,0,0
502,1,3,153
285,3,4,41
114,4,7,10
632,2,5,37
713,1,0,0
58,5,6,42
172,4,1,0
112,1,6,10
149,2,6,0
407,4,2,0
410,6,2,0
120,0,2,21
653,2,7,90
148,7,3,0
229,0,6,8
207,0,2,295
221,2,1,0
101,5,1,0
624,3,1,11
534,5,7,0
75,4,0,0
33,7,1,0
279,0,5,23
542,4,7,25
590,7,0,0
90,2,2,51
21,6,2,0
354,3,7,60
610,4,6,0
516,3,5,23
126,4,7,0
28,0,7,0
27,6,3,0
530,6,3,49
98,2,1,0
218,3,0,0
643,7,5,19
573,5,4,16
539,3,5,0
703,6,1,0
409,0,7,226
496,0,0,14
6,0,7,0
320,3,5,20
377,0,7,103
630,3,3,49
144,6,0,0
397,0,1,7
219,5,3,8
621,5,3,18
670,5,6,470
356,2,7,60
424,3,5,200
497,1,0,8
368,7,7,0
307,0,7,64
121,6,0,0
475,7,5,8
400,7,7,0
317,2,7,42
366,7,2,0
117,3,1,10
588,2,2,0
645,6,1,0
666,1,1,12
111,4,4,54
242,2,1,5
310,6,4,6
386,0,3,108
119,2,1,0
441,7,4,0
40,3,6,430
636,4,6,37
525,1,2,47
222,3,5,0
590,7,3,0
595,2,6,457
519,7,5,0
524,1,2,67
261,6,0,0
168,0,6,207
112,2,3,29
586,5,1,0
464,6,4,0
491,0,3,14
531,4,7,49
36,1,3,252
133,2,0,0
362,7,3,0
676,7,5,12
495,1,1,8
336,6,4,6
633,5,0,0
188,0,3,43
591,1,6,132
49,2,0,0
591,1,4,88
303,2,5,58
519,3,5,219
239,7,1,0
559,7,7,0
268,3,1,47
436,1,7,53
245,2,0,0
426,1,6,87
69,7,2,0
35,1,4,135
398,0,0,0
569,5,4,10
63,0,4,117
613,3,2,0
330,7,2,0
399,5,2,0
443,6,6,0
622,0,4,57
428,7,1,0
256,7,0,0
212,0,3,48
306,1,1,0
248,6,7,0
329,6,1,0
682,7,7,0
261,7,7,9
728,4,4,663
137,7,1,0
172,3,2,4
122,3,5,17
384,0,4,112
638,1,2,37
719,0,3,350
485,1,5,59
396,1,6,83
274,4,5,9
37,6,6,57
698,2,0,0
541,2,3,71
2,6,2,0
288,1,7,34
13,1,3,118
253,7,1,0
641,5,1,0
414,0,1,7
130,6,2,0
444,0,3,20
351,4,6,48
382,0,0,0
249,4,1,0
313,6,3,0
133,5,7,46
591,0,1,27
175,6,3,0
474,7,6,27
324,0,1,0
506,4,4,85
447,2,5,53
620,1,0,0
550,6,5,65
18,6,2,0
329,7,0,0
330,3,7,36
107,1,7,20
707,7,7,13
308,2,2,43
105,1,2,17
653,6,1,0
439,3,6,33
473,3,2,8
58,2,2,49
688,0,1,0
135,2,2,70
92,4,7,47
464,2,3,0
263,6,7,14
404,2,7,23
383,4,4,103
605,1,0,11
461,3,4,27
347,4,2,0
378,5,5,68
203,1,3,53
106,4,1,0
143,2,7,28
588,2,4,17
186,7,1,0
39,1,1,3
59,5,5,162
350,1,7,75
267,2,5,29
35,0,6,267
451,2,5,152
222,3,4,0
424,5,4,39
280,7,4,0
288,3,6,34
573,4,1,16
515,2,1,0
544,0,3,240
543,0,5,160
727,5,4,531
438,0,3,25
397,6,2,0
583,4,2,0
544,1,5,190
300,3,5,40
105,1,3,20
452,1,5,86
229,7,4,13
224,2,2,0
8,7,6,5
367,6,5,0
76,1,3,0
478,5,0,0
481,4,2,22
548,1,5,224
637,5,7,19
641,6,4,19
66,1,2,90
445,7,6,0
150,5,4,0
411,6,2,7
547,4,1,15
342,7,3,0
645,4,1,19
708,2,6,91
619,3,6,103
212,2,4,209
651,6,0,0
525,0,6,275
137,7,6,0
104,3,6,29
372,0,0,7
163,5,0,0
486,2,1,0
314,0,1,32
371,3,0,0
536,1,0,0
703,1,7,225
187,5,5,27
213,6,0,0
608,7,5,0
313,6,2,0
135,0,3,109
290,7,3,0
384,2,6,1222
575,1,3,393
272,2,7,0
547,0,2,49
47,4,6,46
125,6,6,0
178,6,2,12
497,5,1,0
593,0,3,159
362,5,2,17
585,1,6,0
7,3,2,3
142,2,0,4
242,2,5,14
478,0,4,125
213,7,2,5
207,5,0,0
66,0,1,3
185,6,1,0
84,4,1,12
559,6,3,0
542,2,4,120
444,7,2,0
483,2,5,86
267,0,4,14
367,0,2,0
200,5,0,0
289,3,7,15
414,6,2,0
5,6,3,0
314,5,1,10
152,2,3,11
717,5,4,13
382,2,0,7
27,7,1,0
361,7,0,0
150,3,1,0
602,4,1,18
67,3,0,0
560,3,3,10
566,2,2,26
399,3,0,0
685,4,5,95
518,6,3,0
723,0,4,309
614,2,2,28
445,5,0,0
608,2,2,18
37,6,3,9
345,1,4,0
641,2,4,108
405,5,7,112
711,5,7,0
49,7,1,0
676,3,1,0
211,2,3,93
480,1,0,0
159,1,7,84
181,5,6,4
301,6,4,34
529,3,1,0
25,2,3,9
352,1,5,114
212,5,4,36
343,4,6,21
332,6,6,0
400,3,0,0
512,6,4,0
488,1,0,0
105,7,2,0
555,5,0,0
399,7,2,0
505,2,4,53
475,3,7,56
376,4,6,74
269,3,4,23
724,6,6,0
246,5,5,5
15,5,3,0
684,4,3,12
695,7,3,12
165,3,0,0
155,2,7,59
22,3,6,114
131,0,7,87
353,4,2,0
633,0,0,11
424,5,7,63
110,6,4,4
721,3,5,508
203,6,4,0
384,6,4,18
245,5,2,0
271,2,4,0
391,4,0,0
120,2,6,35
659,6,7,0
405,0,7,484
378,7,1,0
707,2,7,69
378,2,5,103
199,4,5,5
174,4,2,0
608,5,1,0
173,6,6,0
628,1,6,37
577,4,4,159
181,4,5,19
334,2,6,740
236,1,1,8
308,1,3,30
105,4,7,27
332,0,2,32
345,2,0,0
78,4,3,19
559,1,3,10
92,1,5,196
622,1,7,185
226,3,0,0
428,4,5,106
467,4,2,0
225,5,7,5
532,0,4,31
347,7,2,0
22,3,4,46
403,7,6,18
442,4,2,0
676,0,5,86
170,4,3,0
154,1,0,0
262,1,2,186
677,7,7,0
336,7,7,0
507,4,5,47
104,0,6,4
381,1,4,28
348,2,6,10
177,2,0,12
366,3,6,39
698,2,7,99
681,5,0,0
116,3,3,33
552,1,5,445
504,7,6,47
517,3,6,47
344,2,5,10
51,1,5,3
666,7,6,12
550,3,1,9
370,4,0,0
214,5,4,16
347,5,4,10
118,4,0,4
494,0,6,64
165,7,7,14
42,6,2,11
508,6,0,0
80,5,3,0
28,3,5,0
175,1,5,0
54,7,4,0
244,3,3,9
495,7,3,0
540,6,7,0
256,6,4,14
663,4,0,0
402,1,4,18
35,1,2,80
235,0,4,5
588,2,3,44
165,6,6,32
215,6,4,16
183,3,0,0
534,7,7,0
177,6,7,0
381,2,1,0
328,6,2,0
281,5,6,18
495,3,6,137
356,3,6,237
584,5,5,10
472,6,3,8
61,0,2,39
352,4,6,81
567,6,7,0
181,1,0,0
179,2,4,0
52,7,0,0
45,2,7,63
687,6,7,0
74,4,7,12
342,2,3,33
519,0,6,219
206,7,4,0
254,6,4,9
648,0,4,63
372,4,2,0
398,7,2,0
169,6,1,0
644,3,4,37
4,3,4,0
615,5,4,11
379,5,1,11
274,7,4,0
549,5,7,49
705,1,4,78
321,1,3,0
436,4,1,33
472,7,7,0
462,2,3,27
121,3,7,28
305,7,0,0
681,7,4,0
327,4,3,32
686,2,3,0
569,0,5,94
366,1,2,11
557,3,0,0
228,0,5,8
729,5,4,45
403,6,0,0
607,1,4,18
257,1,6,67
315,2,0,0
128,4,3,7
694,0,4,119
238,3,1,5
415,4,0,0
705,2,1,0
679,5,7,0
88,2,6,297
283,0,2,29
237,1,6,34
292,0,7,49
53,5,3,0
263,2,5,89
474,6,6,21
602,7,0,0
577,0,7,362
409,1,4,137
492,1,5,45
209,3,5,222
29,6,6,0
357,5,7,60
16,1,0,0
486,6,1,0
230,1,3,29
311,2,3,58
608,4,6,0
165,4,7,128
196,0,4,5
27,1,4,3
141,1,2,28
690,7,0,0
424,1,7,51
532,1,4,31
49,7,0,0
459,2,2,69
528,5,4,40
565,5,7,58
616,7,0,0
14,2,0,0
7,4,7,0
681,4,3,41
501,7,7,340
61,6,2,3
426,5,6,55
284,0,4,32
251,5,1,0
9,1,1,0
720,3,4,200
148,7,4,0
465,6,1,0
308,0,3,83
709,2,2,0
661,5,3,12
703,4,6,225
594,2,0,0
501,6,3,8
89,1,6,162
302,2,1,0
548,6,3,0
537,7,3,0
5,3,4,0
255,1,7,50
649,1,3,204
360,5,4,39
434,6,7,8
471,5,2,27
311,7,4,40
314,2,6,206
216,4,0,0
198,5,5,0
650,6,6,0
75,0,3,10
243,5,7,31
187,5,4,27
26,0,4,6
625,2,4,97
244,4,7,14
408,6,4,12
364,1,4,28
561,1,4,0
429,6,5,31
253,3,0,0
483,4,0,0
183,2,3,15
542,7,2,0
410,6,1,0
333,4,7,46
106,1,1,0
376,6,6,7
11,1,5,483
611,0,6,18
539,4,1,9
152,7,1,0
74,7,7,0
396,4,3,0
533,6,5,25
218,4,4,16
409,0,1,19
111,2,7,43
716,7,5,13
67,1,5,876
258,3,7,9
129,6,1,0
480,1,5,245
582,3,5,71
721,5,6,104
357,4,0,17
637,6,7,0
72,0,0,0
218,2,7,26
222,6,1,0
708,6,6,0
594,5,7,105
360,1,2,68
159,2,3,114
534,1,3,15
51,1,6,0
310,6,5,34
32,3,7,6
314,4,6,93
92,5,2,6
524,6,7,15
133,2,7,74
684,7,2,0
665,4,6,141
35,7,0,0
114,5,5,46
87,5,1,0
516,0,3,53
723,1,5,731
187,3,1,19
430,1,2,70
567,7,7,16
675,3,0,21
597,0,6,149
553,5,2,0
93,0,1,6
432,6,5,73
182,5,1,0
282,4,2,0
573,1,2,116
538,5,0,0
572,7,5,16
300,5,2,0
366,2,5,17
570,1,6,177
505,7,5,9
323,5,5,6
239,7,6,16
66,7,6,370
130,6,4,7
13,3,7,186
271,0,7,0
96,0,7,27
283,5,0,0
588,0,5,34
205,1,3,61
316,7,3,0
127,6,6,0
95,2,5,38
17,1,5,276
357,1,5,233
689,1,1,0
677,0,0,21
167,5,3,7
42,0,6,1089
395,0,3,0
273,4,6,0
78,4,0,0
311,5,6,239
535,0,4,15
23,7,7,5
269,1,7,0
667,3,4,243
168,4,6,24
68,7,6,19
260,7,5,0
337,2,5,173
554,1,0,0
572,6,4,16
199,5,5,0
192,0,0,0
691,6,0,0
411,3,1,0
651,0,6,71
366,5,3,7
389,0,7,41
524,7,0,0
594,0,4,71
654,0,6,51
377,4,0,0
544,2,4,151
305,7,3,0
310,1,2,49
705,1,6,78
418,3,2,0
685,5,4,66
428,5,5,43
406,5,5,96
13,7,1,0
652,5,5,39
44,7,3,0
337,5,0,0
692,6,0,0
2,7,2,0
190,5,3,15
510,4,6,9
288,1,6,19
354,6,3,0
420,7,0,0
558,0,6,16
509,4,1,15
279,2,5,9
507,3,0,0
333,1,7,83
136,3,2,70
140,5,4,11
598,6,7,17
430,2,1,7
470,4,7,27
321,7,0,0
663,1,2,243
606,6,5,11
268,2,2,0
567,6,4,10
730,7,4,36
640,7,7,11
228,5,1,0
504,2,1,9
440,6,7,20
621,2,1,0
533,3,1,9
7,0,5,3
701,7,7,0
90,4,2,0
156,1,4,11
344,4,2,0
293,3,5,64
332,6,3,0
257,4,7,27
185,7,1,0
14,0,4,104
50,7,3,0
661,6,0,0
304,4,5,58
647,7,1,0
430,2,3,106
228,6,7,5
181,0,5,12
205,0,1,5
356,3,1,17
0,0,1,0
679,3,1,0
536,4,5,0
470,3,6,48
694,7,3,12
502,6,1,0
511,4,1,15
466,1,6,8
302,2,0,0
128,3,4,11
4,4,4,0
289,1,6,79
611,0,5,0
599,3,2,71
204,4,4,282
494,7,2,0
413,7,3,0
582,3,7,44
368,6,3,0
277,0,7,14
456,6,7,69
346,5,6,0
251,4,1,0
196,6,2,0
146,2,4,4
202,1,1,12
309,5,3,58
639,4,1,37
550,1,5,344
89,6,5,26
399,0,3,60
216,7,3,13
268,0,2,29
301,2,0,0
62,0,6,186
260,1,6,22
58,4,0,0
325,2,5,164
86,3,4,91
622,2,1,28
433,1,1,0
527,7,4,23
442,2,3,0
81,5,1,6
528,0,2,55
86,0,1,22
299,4,5,9
547,2,7,104
196,5,5,12
389,3,7,18
567,3,0,0
532,1,5,65
183,5,0,0
414,0,5,24
229,3,0,0
646,0,2,78
10,0,3,642
248,7,7,0
305,6,0,0
546,0,1,31
59,6,4,3
105,1,4,6
409,3,2,0
71,6,5,12
726,6,4,163
31,2,5,6
260,1,1,0
711,5,2,0
416,1,7,19
565,4,0,10
153,5,4,14
646,2,0,0
523,2,4,67
247,0,0,0
581,7,5,27
96,6,2,0
339,7,4,6
235,5,7,13
493,6,1,0
341,0,6,10
568,3,1,10
219,1,6,8
686,6,3,0
116,7,0,0
629,2,5,116
556,3,6,100
132,6,1,4
470,4,1,0
258,0,4,39
536,1,1,0
567,7,6,0
648,3,0,0
325,6,7,6
79,0,4,0
428,2,3,70
438,3,2,8
596,5,3,0
61,4,0,0
10,3,5,254
250,3,0,0
11,3,4,77
5,4,2,0
16,1,7,114
48,6,6,6
539,3,4,0
587,3,5,10
261,7,4,14
706,0,0,13
97,0,5,63
484,0,3,81
470,7,5,0
54,1,2,0
729,3,7,236
444,1,0,0
350,0,2,6
528,7,3,0
124,0,0,0
327,3,0,0
693,7,2,0
174,7,0,0
551,4,4,55
443,6,1,0
589,0,7,54
31,5,0,0
336,5,0,0
524,5,2,0
251,3,3,22
28,6,6,0
106,7,1,0
210,1,5,105
257,7,6,5
357,3,0,6
323,1,5,6
251,1,1,9
230,2,4,29
4,2,0,0
633,3,6,37
645,7,5,19
507,5,1,0
410,6,4,24
93,6,0,0
100,4,1,4
325,3,1,42
67,2,2,51
47,1,1,0
666,5,6,51
727,0,1,45
420,1,3,0
162,2,7,30
13,0,1,0
645,0,3,116
602,3,0,0
179,6,1,0
251,0,7,0
250,3,2,0
150,4,5,0
397,0,5,119
81,7,0,0
318,5,2,10
129,0,5,70
406,2,2,48
193,6,6,8
462,5,7,13
316,1,5,46
453,2,7,106
494,2,0,0
640,7,3,0
75,4,1,0
293,2,6,79
300,2,3,15
291,0,4,0
509,6,3,15
594,4,1,27
121,1,3,63
566,4,4,152
203,2,5,28
695,2,5,193
567,1,5,184
18,5,1,3
529,7,4,31
731,6,2,0
335,2,5,505
347,1,4,6
281,4,0,0
441,2,0,0
618,7,3,0
155,7,0,0
351,7,3,0
654,4,5,63
230,0,3,37
394,7,0,0
341,1,4,10
52,5,3,0
581,3,4,17
490,0,7,0
431,5,7,39
510,5,0,0
13,3,3,90
140,7,7,7
67,7,6,15
463,7,3,8
204,3,5,48
426,1,2,43
355,1,5,114
499,3,6,312
613,1,7,57
207,6,3,0
122,1,5,7
560,1,2,0
182,3,7,31
728,3,5,3717
261,5,6,17
527,3,4,105
82,7,1,0
662,5,1,82
313,6,5,10
